title,console,total_sale,na_sale,pal_sale,japan_sale,other_sale
Medabots Classics: Metabee Ver. / Rokusho Ver.    ,3DS,0.03,N/A,N/A,0.03,N/A
Sins of a Solar Empire    ,PC,0.03,N/A,0.03,N/A,0.00
Warhammer: The End Times - Vermintide    ,XOne,0.03,0.03,N/A,N/A,0.00
Calcio Bit    ,GBA,0.03,N/A,N/A,0.03,0.00
Kung Fu Panda: Legendary Warriors    ,DS,0.03,0.02,0.00,N/A,0.00
Resident Evil 4    ,Mob,0.03,N/A,0.02,N/A,0.00
Whiteout    ,XB,0.03,0.02,0.01,N/A,0.00
007: Quantum of Solace    ,PC,0.03,0.01,0.01,N/A,0.00
Galaxy Angel II: Zettairyouiki no Tobira    ,PS2,0.03,N/A,N/A,0.03,N/A
Hyakumanton no Bara Bara    ,PSP,0.03,N/A,N/A,0.03,N/A
Battlefield 1942: The WW II Anthology    ,PC,0.03,0.01,0.01,N/A,0.00
Doom 3 BFG Edition    ,PC,0.03,N/A,0.03,N/A,0.00
Hajime no Ippo: The Fighting    ,GBA,0.03,N/A,N/A,0.03,0.00
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable    ,PSP,0.03,N/A,N/A,0.03,N/A
Spectral Souls: Resurrection of the Ethereal Empires    ,PSP,0.03,0.03,N/A,N/A,0.00
Syberia II    ,XB,0.03,0.02,0.01,N/A,0.00
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version    ,PSV,0.03,N/A,N/A,0.03,N/A
Motor Trend presents Lotus Challenge    ,XB,0.03,0.02,0.01,N/A,0.00
Azure Striker Gunvolt: Striker Pack    ,3DS,0.03,N/A,N/A,0.03,N/A
Commander: Conquest of the Americas    ,PC,0.03,N/A,0.02,N/A,0.00
Dino Dini's Kick Off Revival    ,PS4,0.03,N/A,0.02,N/A,0.00
Bleach DS 4th: Flame Bringer    ,DS,0.03,N/A,N/A,0.03,N/A
Pacific Liberator    ,Wii,0.03,0.03,N/A,N/A,0.00
Secret Files 2: Puritas Cordis    ,Wii,0.03,N/A,0.03,N/A,0.00
Storm Lover 2nd V    ,PSV,0.03,N/A,N/A,0.03,N/A
Girls Only    ,DS,0.03,0.03,0.00,N/A,0.00
Turn It Around    ,DS,0.03,0.03,0.00,N/A,0.00
Death end re;Quest    ,PS4,0.03,N/A,N/A,0.03,N/A
Puzzle Challenge: Crosswords and More!    ,Wii,0.03,0.03,N/A,N/A,0.00
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure    ,DS,0.03,N/A,N/A,0.03,N/A
The Longest 5 Minutes    ,NS,0.03,0.03,N/A,N/A,0.00
The King of Fighters Portable '94~'98: Chapter of Orochi    ,PSP,0.03,N/A,N/A,0.03,N/A
Nisenochigiri: Omoide no Saki e    ,PSP,0.03,N/A,N/A,0.03,N/A
Grand Theft Auto: The Trilogy    ,PC,0.03,N/A,0.02,N/A,0.00
Star Trek: Tactical Assault    ,PSP,0.03,0.02,0.00,N/A,0.00
Ukiyo no Roushi    ,PSV,0.03,N/A,N/A,0.03,N/A
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5    ,PS4,0.03,N/A,N/A,0.03,N/A
World of Tanks    ,X360,0.03,N/A,0.03,N/A,0.00
In Cold Blood    ,PS,0.03,0.02,0.01,N/A,0.00
Winning Post 8 2015    ,PS3,0.03,N/A,N/A,0.03,N/A
SingStar Fussballhits    ,PS3,0.03,N/A,0.02,N/A,0.01
Monsters vs. Aliens    ,PC,0.03,0.01,0.01,N/A,0.00
Fireblade    ,GC,0.03,0.02,0.01,N/A,0.00
Kamigami no Asobi: Ludere Deorum    ,PSP,0.03,N/A,N/A,0.03,N/A
Mortal Kombat    ,PC,0.03,0.02,N/A,N/A,0.00
World Sports Competition    ,PSN,0.03,0.02,N/A,N/A,0.00
Kong: King of Atlantis    ,GBA,0.03,0.02,0.01,N/A,0.00
Stardew Valley    ,XOne,0.03,0.02,N/A,N/A,0.00
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki    ,DS,0.03,N/A,N/A,0.03,N/A
Kidou Senshi V Gundam    ,SNES,0.03,N/A,N/A,0.03,N/A
Safari Adventures: Africa    ,DS,0.03,0.03,N/A,N/A,0.00
Wrestle Angels: Survivor 2    ,PS2,0.03,N/A,N/A,0.03,N/A
Onechanbara Z: Kagura    ,X360,0.03,N/A,N/A,0.03,N/A
Ride    ,PC,0.03,N/A,0.03,N/A,0.00
The Island of Dr. Frankenstein    ,Wii,0.03,0.03,N/A,N/A,0.00
ESPN Winter X Games: Snowboarding 2002    ,XB,0.03,0.02,0.01,N/A,0.00
Senran Kagura: Bon Appétit!    ,PSV,0.03,N/A,N/A,0.03,N/A
The King of Fighters 02/03    ,XB,0.03,0.02,0.01,N/A,0.00
Tsuku Monogatari    ,PSP,0.03,N/A,N/A,0.03,N/A
Vitamin Z    ,PS2,0.03,N/A,N/A,0.03,N/A
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu    ,PSP,0.03,N/A,N/A,0.03,N/A
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen    ,PSP,0.03,N/A,N/A,0.03,N/A
Harukanaru Toki no Naka de 5: Kazahanaki    ,PSP,0.03,N/A,N/A,0.03,N/A
Tom and Jerry in War of the Whiskers    ,XB,0.03,0.02,0.01,N/A,0.00
Nobunaga no Yabou DS 2     ,DS,0.03,N/A,N/A,0.03,N/A
SingStar Chartbreaker    ,PS3,0.03,N/A,0.02,N/A,0.01
Shining Resonance Refrain    ,XOne,0.03,0.02,N/A,N/A,0.00
The IdolM@ster: Gravure For You! Vol. 6    ,PS3,0.03,N/A,N/A,0.03,N/A
Metal Saga: Hagane no Kisetsu    ,DS,0.03,N/A,N/A,0.03,N/A
Young Justice: Legacy    ,Wii,0.03,N/A,0.03,N/A,0.00
Monster High: New Ghoul in School    ,X360,0.03,N/A,0.03,N/A,0.00
Animaniacs: The Great Edgar Hunt    ,GC,0.03,0.02,0.01,N/A,0.00
SNK 40th Anniversary Collection    ,NS,0.03,0.02,N/A,N/A,0.00
101-in-1 Sports Party Megamix    ,Wii,0.03,0.02,0.00,N/A,0.00
Dream Club Zero Portable    ,PSV,0.03,N/A,N/A,0.03,N/A
Samurai Warriors 2    ,PS3,0.03,N/A,N/A,0.03,N/A
Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru    ,PSV,0.03,N/A,N/A,0.03,N/A
The Peanuts Movie: Snoopy's Grand Adventure    ,3DS,0.03,N/A,0.03,N/A,0.00
Battle Arena Toshinden URA    ,SAT,0.03,N/A,N/A,0.03,0.00
Betty Boop's Double Shift    ,DS,0.03,0.03,0.00,N/A,0.00
Braid    ,PC,0.03,N/A,0.03,N/A,0.00
Emily Archer and the Curse of Tutankhamun    ,DS,0.03,N/A,0.02,N/A,0.00
Pro Evolution Soccer 2012    ,3DS,0.03,0.02,N/A,N/A,0.00
Tumblestone    ,PS4,0.03,0.02,N/A,N/A,0.01
Yonder: The Cloud Catcher Chronicles     ,NS,0.03,0.02,0.00,N/A,0.00
CID The Dummy    ,PSP,0.03,0.02,0.00,N/A,0.00
Biohazard: Revival Selection    ,X360,0.03,N/A,N/A,0.03,N/A
Cabela's Big Game Hunter: Pro Hunts    ,X360,0.03,0.02,N/A,N/A,0.00
Diabolik Lovers: More Blood    ,PSV,0.03,N/A,N/A,0.03,N/A
Labyrinth Cross Blood: Infinity    ,PSV,0.03,N/A,N/A,0.03,N/A
The Town of Light    ,NS,0.03,0.02,N/A,N/A,0.00
Driver: Parallel Lines    ,Wii,0.03,0.01,0.01,N/A,0.00
Super Duper Sumos    ,GBA,0.03,0.02,0.01,N/A,0.00
Syberia    ,PC,0.03,N/A,0.02,N/A,0.00
Wand of Fortune R2: Jikuu ni Shizumu Mokushiroku    ,PSV,0.03,N/A,N/A,0.03,N/A
MechAssault: Phantom War    ,DS,0.03,0.03,0.00,N/A,0.00
Shin Megami Tensei: Devil Survivor Overclocked    ,3DS,0.03,N/A,N/A,0.03,N/A
Bridge Constructor Portal    ,PS4,0.03,0.02,N/A,N/A,0.01
Blackguards 2    ,PS4,0.03,0.02,N/A,N/A,0.01
Disney Sports Soccer    ,GBA,0.03,0.02,0.01,N/A,0.00
The Last Guy    ,PS3,0.03,N/A,N/A,0.03,N/A
Akane Iro ni Somaru Saka Parallel    ,PS2,0.03,N/A,N/A,0.03,N/A
Rugby League Live    ,X360,0.03,N/A,0.02,N/A,0.00
Wand of Fortune R    ,PSV,0.03,N/A,N/A,0.03,N/A
Amnesia World    ,PSV,0.03,N/A,N/A,0.03,N/A
Dynasty Warriors 8: Empires    ,PSV,0.03,N/A,N/A,0.03,N/A
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder    ,PSP,0.03,N/A,N/A,0.03,N/A
Little Bears    ,DS,0.03,0.03,N/A,N/A,0.00
Monster Hunter Frontier Online: Forward 1    ,X360,0.03,N/A,N/A,0.03,N/A
Check vs. Mate    ,PC,0.03,N/A,0.02,N/A,0.00
D1 Professional Drift Grand Prix Series    ,PS2,0.03,0.01,0.01,N/A,0.00
Max Payne    ,GBA,0.03,0.02,0.01,N/A,0.00
Timeshock! Pro Pinball    ,PS,0.03,0.02,0.01,N/A,0.00
Check vs. Mate    ,X360,0.03,N/A,0.03,N/A,0.00
Baja: Edge of Control HD    ,PS4,0.03,0.02,N/A,N/A,0.01
Warhammer: Mark of Chaos    ,PC,0.03,N/A,0.02,N/A,0.00
Starry * Sky: In Winter - PSP Edition    ,PSP,0.03,N/A,N/A,0.03,N/A
Rush Hour    ,PS,0.03,0.02,0.01,N/A,0.00
Pro Cast Sports Fishing    ,XB,0.03,0.02,0.01,N/A,0.00
Gintama: Banji Oku Chuubu!    ,Wii,0.03,N/A,N/A,0.03,N/A
Kingdom Come: Deliverance    ,PC,0.03,N/A,0.03,N/A,0.00
Saka Agari Hurricane Portable    ,PSP,0.03,N/A,N/A,0.03,N/A
Negima!? Dream Tactic Yumemiru Otome Princess     ,PS2,0.03,N/A,N/A,0.03,N/A
Beast Quest    ,XOne,0.03,0.02,N/A,N/A,0.00
Crows: Burning Edge    ,PS4,0.03,N/A,N/A,0.03,N/A
1000 Cooking Recipes from ELLE à table    ,DS,0.03,N/A,0.02,N/A,0.00
Evangelion Shin Gekijoban: 3nd Impact    ,PSP,0.03,N/A,N/A,0.03,N/A
Geometry Wars 3: Dimensions Evolved    ,PS4,0.03,0.02,N/A,N/A,0.01
Dynasty Warriors: Godseekers    ,PSV,0.03,N/A,N/A,0.03,N/A
Dakar 2: The World's Ultimate Rally    ,GC,0.03,0.02,0.01,N/A,0.00
NBA 2K7    ,XB,0.03,0.02,0.01,N/A,0.00
Auto Modellista    ,GC,0.03,0.02,0.01,N/A,0.00
Hanayaka Kana Ware ga Ichizoku Twin Pack    ,PSP,0.03,N/A,N/A,0.03,N/A
Ben 10 (2017)    ,XOne,0.03,0.02,N/A,N/A,0.00
Dave Mirra Freestyle BMX 3    ,GBA,0.03,0.02,0.01,N/A,0.00
Greg Hastings' Tournament Paintball Max'd    ,GBA,0.03,0.02,0.01,N/A,0.00
Eco Creatures: Save The Forest    ,DS,0.03,0.03,N/A,N/A,0.00
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki    ,DS,0.03,N/A,N/A,0.03,N/A
Dragon Tamer: Sound Spirit    ,DS,0.03,N/A,N/A,0.03,N/A
Frogger: Ancient Shadow    ,XB,0.03,0.02,0.01,N/A,0.00
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!    ,DS,0.03,N/A,N/A,0.03,N/A
God of War III Remastered    ,PS4,0.03,N/A,0.02,N/A,0.00
Kiniro no Corda 2 f Encore    ,PSP,0.03,N/A,N/A,0.03,N/A
La Pucelle: Ragnarok    ,PSP,0.03,N/A,N/A,0.03,N/A
Let's Dance with Mel B    ,PS3,0.03,N/A,0.02,N/A,0.00
Darius II    ,SAT,0.03,N/A,N/A,0.03,N/A
Cossacks: European Wars    ,PC,0.03,N/A,0.02,N/A,0.00
Bleach: Soul Carnival 2    ,PSP,0.03,N/A,N/A,0.03,N/A
ParaParaParadise    ,PS2,0.03,N/A,N/A,0.03,N/A
Rugby League Live    ,PS3,0.03,N/A,0.02,N/A,0.01
Jack Keane    ,PC,0.03,N/A,0.02,N/A,0.00
Tiger & Bunny On Air Jack!    ,PSP,0.03,N/A,N/A,0.03,N/A
Eureka Seven AO: Jungfrau no Hanabanatachi    ,PS3,0.03,N/A,N/A,0.03,N/A
The Settlers II 10th Anniversary    ,PC,0.03,N/A,0.02,N/A,0.00
Gotcha Force    ,GC,0.03,0.01,0.00,0.01,0.00
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%    ,PS2,0.03,N/A,N/A,0.03,N/A
Warship Gunner 2    ,PS2,0.03,0.01,0.01,N/A,0.00
The Raven Remastered    ,XOne,0.03,0.02,N/A,N/A,0.00
Mystery Trackers: The Void    ,PC,0.03,N/A,0.02,N/A,0.00
Onimusha: Warlords    ,PS4,0.03,N/A,N/A,0.03,N/A
The Perfect Golf    ,PS,0.03,N/A,N/A,0.03,0.00
Wrestle Kingdom    ,PS2,0.03,N/A,N/A,0.03,N/A
Demon Driver: Time to Burn Rubber!    ,GBA,0.03,0.02,0.01,N/A,0.00
We Sing (2016)    ,PS4,0.03,0.02,N/A,N/A,0.01
Infinite Stratos 2: Ignition Hearts    ,PS3,0.03,N/A,N/A,0.03,N/A
Mojo!    ,XB,0.03,0.02,0.01,N/A,0.00
NatGeo Challenge! Wild Life    ,X360,0.03,0.00,0.02,N/A,0.00
Totally Spies! Totally Party    ,PC,0.03,N/A,0.02,N/A,0.00
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~     ,PS2,0.03,N/A,N/A,0.03,N/A
Buffy the Vampire Slayer: Chaos Bleeds    ,GC,0.03,0.02,0.01,N/A,0.00
Nekketsu Kouha Kunio-Kun SP Kyousoukyoku    ,3DS,0.03,N/A,N/A,0.03,N/A
River City Ransom SP    ,3DS,0.03,N/A,N/A,0.03,N/A
The Pillars of the Earth    ,XOne,0.03,0.02,N/A,N/A,0.00
Brothers Conflict: Passion Pink    ,PSP,0.03,N/A,N/A,0.03,N/A
Clannad    ,X360,0.03,N/A,N/A,0.03,N/A
Hellblade: Senua's Sacrifice    ,XOne,0.03,0.02,N/A,N/A,0.00
Kuryuu Youma Gakuenki Recharge    ,PS2,0.03,N/A,N/A,0.03,N/A
Jet Grind Radio    ,GBA,0.03,0.02,0.01,N/A,0.00
My Frogger: Toy Trials    ,DS,0.03,0.02,N/A,N/A,0.00
MySims    ,PC,0.03,N/A,0.02,N/A,0.00
Shin Hayarigami 2    ,PS4,0.03,N/A,N/A,0.03,N/A
Turbo: Super Stunt Squad    ,WiiU,0.03,N/A,0.03,N/A,0.00
The Town of Light    ,PS4,0.03,0.02,N/A,N/A,0.01
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!    ,DS,0.03,N/A,N/A,0.03,N/A
OlliOlli: Epic Combo Edition    ,PS4,0.03,0.02,N/A,N/A,0.01
Baldur's Gate: Dark Alliance    ,GBA,0.03,0.02,0.01,N/A,0.00
Hakuoki: Kyoto Winds    ,PSV,0.03,0.02,0.00,N/A,0.01
Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto    ,PS4,0.03,N/A,N/A,0.03,N/A
The Adventures of Lomax    ,PS,0.03,0.01,0.01,N/A,0.00
Under the Skin    ,PS2,0.03,0.01,0.01,N/A,0.00
Kabu Trader Shun    ,DS,0.03,N/A,N/A,0.03,N/A
Hermie Hopperhead: Scrap Panic    ,PS,0.03,N/A,N/A,0.02,0.00
Poy Poy    ,PS,0.03,0.01,0.01,N/A,0.00
Age of Conan: Rise of the Godslayer    ,PC,0.03,N/A,0.02,N/A,0.00
NHL 07    ,XB,0.03,0.02,0.01,N/A,0.00
This War of Mine    ,PS4,0.03,N/A,0.02,N/A,0.00
DrumMania 7th Mix     ,PS2,0.03,N/A,N/A,0.03,N/A
Runabout 3: Neo Age      ,PS2,0.03,N/A,N/A,0.03,N/A
Aokana: Four Rhythm Across the Blue    ,PS4,0.03,N/A,N/A,0.03,N/A
SimCity    ,PC,0.03,N/A,0.02,N/A,0.00
The Lost Child    ,NS,0.03,0.02,N/A,N/A,0.00
Let's Dance with Mel B    ,Wii,0.03,N/A,0.02,N/A,0.00
Niko Puchi Girls Runway    ,3DS,0.03,N/A,N/A,0.03,N/A
My Ballet Studio    ,Wii,0.03,0.02,0.00,N/A,0.00
Clannad: Mitsumi Mamoru Sakamichi de - Gekan    ,PSP,0.03,N/A,N/A,0.03,N/A
Archer Maclean Presents: Pool Paradise    ,GC,0.03,0.02,0.01,N/A,0.00
Rime    ,XOne,0.03,0.02,N/A,N/A,0.00
Zero Escape: Zero Time Dilemma    ,PS4,0.03,0.02,N/A,N/A,0.00
Sengoku Efuda Yuugi: Hototogisu Tairan    ,PSP,0.03,N/A,N/A,0.03,N/A
BattleZone    ,PSP,0.03,0.02,N/A,N/A,0.00
Ookiku Furikabutte: Honto no Ace ni Nareru kamo    ,DS,0.03,N/A,N/A,0.03,N/A
Medal of Honor: Vanguard    ,PS2,0.03,N/A,N/A,0.03,N/A
Max Payne 2: The Fall of Max Payne    ,PC,0.03,N/A,0.02,N/A,0.00
AereA    ,PS4,0.03,0.02,N/A,N/A,0.00
Touch Shot! Love Application    ,PS3,0.03,N/A,N/A,0.03,N/A
Nanotek Warrior    ,PS,0.03,0.01,0.01,N/A,0.00
Air Missions: Hind    ,PS4,0.03,0.02,N/A,N/A,0.00
Battlefield Vietnam    ,PC,0.03,N/A,0.02,N/A,0.00
BlazBlue: Chrono Phantasma Extend    ,PSV,0.03,N/A,0.02,N/A,0.01
Galileo    ,DS,0.03,N/A,N/A,0.03,N/A
Cake Mania: Baker's Challenge    ,PS2,0.03,0.01,0.01,N/A,0.00
Captain Tsubasa J: The Way to World Youth    ,SNES,0.03,N/A,N/A,0.03,N/A
Super Monkey Ball Adventure    ,PS2,0.03,0.01,0.01,N/A,0.00
Madden NFL 07    ,GBA,0.03,0.02,0.01,N/A,0.00
Renegade Racers    ,PS,0.03,0.01,0.01,N/A,0.00
Amatsumi Sora ni! Kumo no Hatate ni    ,PSV,0.03,N/A,N/A,0.03,N/A
GRID: Autosport    ,PC,0.03,N/A,0.02,N/A,0.00
The Legend of Korra A New Era Begins    ,3DS,0.03,0.02,N/A,N/A,0.00
Heroes of Hellas 2: Olympia    ,DS,0.03,N/A,0.02,N/A,0.00
Schlag den Raab    ,PC,0.03,N/A,0.02,N/A,0.00
Magicka    ,PC,0.03,N/A,0.02,N/A,0.00
Age of Empires III: Gold Edition    ,PC,0.03,N/A,0.02,N/A,0.00
AniMates!    ,DS,0.03,0.02,N/A,N/A,0.00
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi    ,PSV,0.03,N/A,N/A,0.03,N/A
Franklin the Turtle    ,GBA,0.03,0.02,0.01,N/A,0.00
Doraemon: Nobita no Takarajima    ,3DS,0.03,N/A,N/A,0.03,N/A
Prince of Persia (2008)    ,PC,0.03,N/A,0.02,N/A,0.00
Shitsuji ga Aruji o Erabu Toki    ,PSV,0.03,N/A,N/A,0.03,N/A
Zettai Kaikyuu Gakuen: Eden with Roses and Phantasm    ,PSV,0.03,N/A,N/A,0.03,N/A
CID The Dummy    ,Wii,0.03,0.02,0.00,N/A,0.00
Backyard NFL Football    ,Wii,0.03,0.02,N/A,N/A,0.00
Gauntlet / Rampart    ,GBA,0.03,0.02,0.01,N/A,0.00
River King: Wonderful Journey    ,PS2,0.03,0.01,0.01,N/A,0.00
Justice League Heroes: The Flash    ,GBA,0.03,0.02,0.01,N/A,0.00
Pop Cutie! Street Fashion Simulation (JP sales)    ,DS,0.03,N/A,N/A,0.03,N/A
MuvLuv Double Pack    ,PSV,0.03,N/A,N/A,0.03,N/A
Captain Morgane and the Golden Turtle    ,DS,0.03,N/A,0.02,N/A,0.00
HotBrain    ,PSP,0.03,0.02,0.00,N/A,0.00
Bae Yong-joon to Manabu Kankokugo DS    ,DS,0.03,N/A,N/A,0.03,N/A
God Wars The Complete Legend    ,NS,0.03,0.01,N/A,0.01,0.00
Root Letter    ,PS4,0.03,N/A,N/A,0.03,N/A
World War II Combat: Road To Berlin    ,XB,0.03,0.02,0.01,N/A,0.00
Metal Saga    ,PS2,0.03,0.01,0.01,N/A,0.00
Guild Wars: Nightfall    ,PC,0.03,N/A,0.02,N/A,0.00
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7    ,PS3,0.03,N/A,N/A,0.03,N/A
Death Mark    ,NS,0.03,0.02,N/A,0.00,0.00
PriPara All Idol Perfect Stage!    ,NS,0.03,N/A,N/A,0.03,N/A
Steins;Gate Elite    ,PS4,0.03,N/A,N/A,0.03,N/A
Imagine: Sweet 16    ,DS,0.03,0.02,N/A,N/A,0.00
Last Escort 2: Shinya no Amai Toge    ,PS2,0.03,N/A,N/A,0.03,N/A
Monster Mayhem: Build and Battle    ,Wii,0.03,0.02,N/A,N/A,0.00
Darksiders: Warmastered Edition    ,WiiU,0.03,0.01,0.01,N/A,0.00
Norn + Nonette: Act Tune    ,PSV,0.03,N/A,N/A,0.03,N/A
Pop'n Music 13 Carnival    ,PS2,0.03,N/A,N/A,0.03,N/A
Bookworm     ,GBA,0.03,0.02,0.01,N/A,0.00
Agony    ,PS4,0.03,0.02,N/A,N/A,0.00
Kawasaki Snowmobiles    ,Wii,0.03,0.02,0.00,N/A,0.00
Tokushu Houdoubu    ,PSV,0.03,N/A,N/A,0.03,N/A
My DoItAll    ,DS,0.03,0.02,N/A,N/A,0.00
Harukanaru Toki no Naka de 3 Ultimate    ,PSV,0.03,N/A,N/A,0.03,N/A
Jewel Quest 5: The Sleepless Star    ,DS,0.03,N/A,0.02,N/A,0.00
Ocean Commander    ,Wii,0.03,0.02,N/A,N/A,0.00
Shakugan no Shana    ,PS2,0.03,N/A,N/A,0.03,N/A
Botanicula    ,PC,0.03,N/A,0.02,N/A,0.00
Cladun Returns: This Is Sengoku!    ,PS4,0.03,0.02,N/A,N/A,0.00
Let's Play Ballerina    ,Wii,0.03,0.02,0.00,N/A,0.00
Hokuto no Ken: Hokuto Shinken Denshousha no Michi    ,DS,0.03,N/A,N/A,0.03,N/A
My Animal Centre    ,Wii,0.03,N/A,0.02,N/A,0.00
Akogare Girls Collection: Wan Nyan Doubutsu Byouin - Suteki na Juui-San ni Narou!    ,3DS,0.03,N/A,N/A,0.03,N/A
Legendary Fishing    ,PS4,0.03,0.02,N/A,N/A,0.00
Battlefield 1942    ,PC,0.03,0.01,0.02,N/A,0.00
The King of Fighters: Maximum Impact - Maniax    ,XB,0.03,0.02,0.01,N/A,0.00
Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku    ,PSP,0.03,N/A,N/A,0.03,N/A
Hankou Shashin    ,SAT,0.03,N/A,N/A,0.03,N/A
Little Busters! Converted Edition    ,PSV,0.03,N/A,N/A,0.03,N/A
Death Mark    ,PSV,0.03,N/A,N/A,0.03,N/A
Marker Man Adventures    ,DS,0.03,0.02,N/A,N/A,0.00
Open Season    ,PS2,0.03,0.01,0.01,N/A,0.00
Pro Yakyuu Family Stadium    ,Wii,0.03,N/A,N/A,0.03,N/A
The Girl and the Robot    ,PS4,0.03,0.02,N/A,N/A,0.00
Monster Hunter Frontier Online: Forward 2    ,X360,0.03,N/A,N/A,0.03,N/A
Disney Planes Fire & Rescue    ,WiiU,0.03,0.01,0.01,N/A,0.00
Moyashimon DS    ,DS,0.03,N/A,N/A,0.03,N/A
The Legend of Heroes: Sen no Kiseki: Kai -Thors Military Academy 1204-    ,PS4,0.03,N/A,N/A,0.03,N/A
A Ressha de Gyoukou 2001    ,PS2,0.03,N/A,N/A,0.03,N/A
Air Conflicts: Secret Wars    ,PC,0.03,N/A,0.02,N/A,0.00
The Sims 2: Bon Voyage    ,PC,0.03,0.01,0.01,N/A,0.00
Angelique Retour    ,PSV,0.03,N/A,N/A,0.03,N/A
Monster Boy and the Cursed Kingdom     ,PS4,0.03,0.02,N/A,N/A,0.00
Star Wars The Clone Wars: Republic Heroes    ,PC,0.03,N/A,0.02,N/A,0.00
Past Cure    ,PS4,0.03,0.02,N/A,N/A,0.00
Starry * Sky: In Autumn - PSP Edition    ,PSP,0.03,N/A,N/A,0.03,N/A
Battlefield 2142    ,PC,0.03,N/A,0.02,N/A,0.00
Pitball    ,PS,0.03,0.01,0.01,N/A,0.00
Jyuzaengi Engetsu Sangokuden 2    ,PSP,0.03,N/A,N/A,0.03,N/A
Combat Wings: The Great Battles of WWII    ,Wii,0.03,0.02,0.00,N/A,N/A
D.C. III: Da Capo III    ,PSP,0.03,N/A,N/A,0.03,N/A
Judge Dredd: Dredd Vs Death    ,PS2,0.03,0.01,0.01,N/A,0.00
Osomatsu-San: The Game - Hang-Up Finding Employment Advice - Dead or Work    ,PSV,0.03,N/A,N/A,0.03,N/A
Petz: Catz Playground    ,DS,0.03,0.02,N/A,N/A,0.00
Dragon Quest X: 5000-nen no Harukanaru Kokyou e Online    ,NS,0.03,N/A,N/A,0.03,N/A
Ducati Moto    ,DS,0.03,0.02,0.00,N/A,0.00
RollerCoaster Tycoon 2: Triple Thrill Pack     ,PC,0.03,N/A,0.02,N/A,0.00
Drome Racers    ,GBA,0.03,0.02,0.01,N/A,0.00
I Heart Geeks    ,DS,0.03,0.02,N/A,N/A,0.00
Rock 'N' Roll Adventures    ,Wii,0.03,0.02,N/A,N/A,0.00
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue    ,PSP,0.03,N/A,N/A,0.03,N/A
Moto Racer DS    ,DS,0.03,N/A,0.02,N/A,0.00
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi    ,PS3,0.03,N/A,N/A,0.03,N/A
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2    ,PS2,0.03,N/A,N/A,0.03,N/A
Tenkaichi * Sengoku Lovers    ,DS,0.03,N/A,N/A,0.03,N/A
X-Men Origins: Wolverine - Uncaged Edition    ,PC,0.03,0.02,0.00,N/A,0.00
Star Wars: Empire at War - Forces of Corruption    ,PC,0.03,N/A,0.02,N/A,0.00
Bode Miller Alpine Skiing    ,PS2,0.03,0.01,0.01,N/A,0.00
Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu    ,GBA,0.03,N/A,N/A,0.02,0.00
Omega Quintet    ,PS4,0.03,N/A,0.00,0.02,0.00
Borderlands: Game of the Year Edition    ,PC,0.03,N/A,0.02,N/A,0.01
Divinity II: Flames of Vengeance    ,PC,0.03,N/A,0.02,N/A,0.00
Napoleon Dynamite: The Game    ,DS,0.03,0.02,N/A,N/A,0.00
R-Type Delta    ,PS,0.03,0.01,0.01,N/A,0.00
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1    ,PS3,0.03,N/A,N/A,0.03,N/A
Haitaka no Psychedelica    ,PSV,0.03,N/A,N/A,0.03,N/A
Angelique: Maren no Rokukishi    ,PSP,0.03,N/A,N/A,0.03,N/A
Bully: Scholarship Edition    ,PC,0.03,0.00,0.02,N/A,0.00
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8    ,PS3,0.03,N/A,N/A,0.03,N/A
QUIZ PARTY    ,Wii,0.03,N/A,0.02,N/A,0.00
Mary Skelter: Nightmares 2    ,PS4,0.03,N/A,N/A,0.03,N/A
Soul Eater: Battle Resonance    ,PSP,0.03,N/A,N/A,0.03,N/A
Tank Beat    ,DS,0.03,0.01,0.01,N/A,0.00
