title,link,platform,release_date,meta_score,user_score,developer,publisher,genre,esrb_rating
Test Drive Unlimited,/game/playstation-2/test-drive-unlimited,PlayStation 2,20-Mar-07,75,8.3,Melbourne House,Atari,"Driving, Racing, GT / Street",E10+
The Maw,/game/xbox-360/the-maw,Xbox 360,21-Jan-09,75,7.5,Twisted Pixel Games,Twisted Pixel Games,"Action, Platformer, Platformer, 3D, 3D",E10+
Crossing Souls,/game/playstation-4/crossing-souls,PlayStation 4,13-Feb-18,75,6.9,Fourattic,Devolver Digital,"Action Adventure, General",M
Raskulls,/game/xbox-360/raskulls,Xbox 360,29-Dec-10,75,7.4,Halfbrick Studios,Halfbrick Studios,"Miscellaneous, Puzzle, Action, Puzzle, Puzzle, Action",E10+
Crying Suns,/game/pc/crying-suns,PC,18-Sep-19,75,7.6,Alt Shift,Alt Shift,"Strategy, General",NA
Heavy Rain,/game/pc/heavy-rain,PC,24-Jun-19,75,7.4,"Quantic Dream, Virtuos",Quantic Dream,"Adventure, 3D, Third-Person",M
BattleForge,/game/pc/battleforge,PC,23-Mar-09,75,7.1,EA Phenomic,Electronic Arts,"Strategy, Real-Time, Fantasy, General, Fantasy",T
Madden NFL 08,/game/psp/madden-nfl-08,PSP,14-Aug-07,75,7.4,EA Tiburon,EA Sports,"Sports, Traditional, Team, Football, Sim, Sim",E
Patapon 2 Remastered,/game/playstation-4/patapon-2-remastered,PlayStation 4,30-Jan-20,75,7.1,SCE Japan Studio,SCEA,"Action, General",E
Gravity Ghost,/game/pc/gravity-ghost,PC,26-Jan-15,75,7.3,Ivy Games LLC,Ivy Games LLC,"Action, General",NA
WWE SmackDown vs. Raw 2011,/game/xbox-360/wwe-smackdown-vs-raw-2011,Xbox 360,26-Oct-10,75,7.7,Yuke's,THQ,"Action, Sports, Fighting, Fighting, Individual, Wrestling, Combat, Wrestling",T
Elebits,/game/wii/elebits,Wii,12-Dec-06,75,7.3,Konami,Konami,"Action, General, General",E
Full Metal Furies,/game/xbox-one/full-metal-furies,Xbox One,17-Jan-18,75,6,Cellar Door Games,Cellar Door Games,"Action, 2D, Beat-'Em-Up",E10+
The Evil Within,/game/playstation-4/the-evil-within,PlayStation 4,14-Oct-14,75,7.5,Tango Gameworks,Bethesda Softworks,"Horror, Action Adventure, Horror, Survival",M
AquaPazza: AquaPlus Dream Match,/game/playstation-3/aquapazza-aquaplus-dream-match,PlayStation 3,19-Nov-13,75,7.8,Examu,Atlus,"Action, Fighting, Fighting, 2D, 2D",T
River City Ransom EX,/game/game-boy-advance/river-city-ransom-ex,Game Boy Advance,25-May-04,75,8.3,Million,Atlus Co.,"Action, Beat-'Em-Up",T
The Elder Scrolls Online: Morrowind,/game/playstation-4/the-elder-scrolls-online-morrowind,PlayStation 4,6-Jun-17,75,6.3,Bethesda Softworks,Bethesda Softworks,"Role-Playing, Massively Multiplayer",M
Folklore,/game/playstation-3/folklore,PlayStation 3,9-Oct-07,75,8.1,"Game Republic, JapanStudio",SCEA,"Action Adventure, Fantasy, General, Fantasy",T
Syndicate,/game/playstation-3/syndicate,PlayStation 3,21-Feb-12,75,6.5,Starbreeze,Electronic Arts,"Action, General, Shooter, General, Shooter, First-Person, Sci-Fi, Arcade",M
Magic: The Gathering - Duels of the Planeswalkers,/game/xbox-360/magic-the-gathering---duels-of-the-planeswalkers,Xbox 360,16-Oct-09,75,7.4,Stainless Games,Wizards of the Coast,"Strategy, Miscellaneous, Turn-Based, Card Battle, Card Battle",T
RIVE,/game/playstation-4/rive,PlayStation 4,13-Sep-16,75,7.2,Two Tribes,Two Tribes,"Action, Platformer, 2D",E10+
Frontlines: Fuel of War,/game/xbox-360/frontlines-fuel-of-war,Xbox 360,25-Feb-08,75,7.7,Kaos Studios,THQ,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",T
Dead or Alive 5 Ultimate,/game/xbox-360/dead-or-alive-5-ultimate,Xbox 360,3-Sep-13,75,7.5,Team Ninja,Tecmo Koei America Corp.,"Action, Fighting, Fighting, 3D, 3D",M
Victor Vran,/game/pc/victor-vran,PC,24-Jul-15,75,7.5,Haemimont Games,Haemimont Games,"General, Role-Playing, Action RPG",NA
Dying Light,/game/pc/dying-light,PC,27-Jan-15,75,8,Techland,Warner Bros. Interactive Entertainment,"Horror, Horror, Action Adventure, Survival",M
Resident Evil: Revelations 2 - Episode 1: Penal Colony,/game/playstation-4/resident-evil-revelations-2---episode-1-penal-colony,PlayStation 4,24-Feb-15,75,7.1,Capcom,Capcom,"Action Adventure, Survival",M
Roundabout,/game/pc/roundabout,PC,18-Sep-14,75,7.5,No Goblin,No Goblin,"Driving, Racing, Arcade, Mission-based, Automobile",M
The Night of the Rabbit,/game/pc/the-night-of-the-rabbit,PC,28-May-13,75,7.5,Daedalic Entertainment,Daedalic Entertainment,"Adventure, General, General, Point-and-Click",NA
Me & My Katamari,/game/psp/me-my-katamari,PSP,21-Mar-06,75,8.6,Namco,Namco,"Action Adventure, Fantasy, General, Fantasy",E
Archer Maclean's Mercury,/game/psp/archer-macleans-mercury,PSP,6-Apr-05,75,6.7,Awesome Studios,Ignition Entertainment,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General",E
Front Mission 4,/game/playstation-2/front-mission-4,PlayStation 2,15-Jun-04,75,8.8,Square Enix,Square Enix,"Strategy, Turn-Based, Sci-Fi",T
All-Star Baseball 2005,/game/xbox/all-star-baseball-2005,Xbox,23-Mar-04,75,8.2,Acclaim,Acclaim,"Sports, Traditional, Baseball, Sim",E
I-Ninja,/game/xbox/i-ninja,Xbox,4-Dec-03,75,7.8,Argonaut Games,Namco,"Action Adventure, Modern",T
Dark Age of Camelot: Trials of Atlantis,/game/pc/dark-age-of-camelot-trials-of-atlantis,PC,28-Oct-03,75,7.3,Mythic Entertainment,Mythic Entertainment,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy",T
Monster Truck Madness,/game/game-boy-advance/monster-truck-madness,Game Boy Advance,11-Aug-03,75,tbd,Tantalus,THQ,"Driving, Racing, Truck",E
The Lost Vikings,/game/game-boy-advance/the-lost-vikings,Game Boy Advance,30-Mar-03,75,8.6,Mass Media,Blizzard Classic Arcade,"Miscellaneous, Puzzle, General",E
Star Wars Jedi Knight II: Jedi Outcast,/game/gamecube/star-wars-jedi-knight-ii-jedi-outcast,GameCube,20-Nov-02,75,8.1,Vicarious Visions,LucasArts,"Action, Shooter, First-Person, Sci-Fi",T
Aggressive Inline,/game/game-boy-advance/aggressive-inline,Game Boy Advance,27-Aug-02,75,tbd,Full-Fat,Acclaim,"Sports, Alternative, Skating",E
Bomberman Max 2: Blue Advance,/game/game-boy-advance/bomberman-max-2-blue-advance,Game Boy Advance,30-May-02,75,7.8,Hudson,Majesco Games,"Miscellaneous, Puzzle, General",E
Spider-Man: The Movie,/game/pc/spider-man-the-movie,PC,16-Apr-02,75,7.3,Gray Matter,Activision,"Action, Action Adventure, Shooter, Beat-'Em-Up, Open-World, Third-Person, 2D, 3D, Fantasy",E
The Typing of the Dead,/game/pc/the-typing-of-the-dead,PC,23-Sep-01,75,7.7,Sega,Empire Interactive,"Action, Shooter, Shooter, Light Gun, Light Gun",M
SimCoaster,/game/pc/simcoaster,PC,29-Jan-01,75,6.3,Bullfrog Productions,EA Games,"Strategy, Tycoon, Management, Tycoon, Business / Tycoon",E
Super Bust-A-Move,/game/playstation-2/super-bust-a-move,PlayStation 2,26-Nov-00,75,tbd,Taito Corporation,Acclaim,"Miscellaneous, Puzzle, Puzzle, Matching",E
Tom Clancy's Rainbow Six: Rogue Spear,/game/dreamcast/tom-clancys-rainbow-six-rogue-spear,Dreamcast,20-Nov-00,75,7.5,Pipe Dream Interactive,Red Storm Entertainment,"Action, Shooter, First-Person, Tactical, Modern",T
Kessen,/game/playstation-2/kessen,PlayStation 2,13-Nov-00,75,8.3,Koei,Electronic Arts,"Strategy, Real-Time, Historic",T
Ruiner,/game/pc/ruiner,PC,26-Sep-17,75,7.6,Reikon Games,Devolver Digital,"Action, General",NA
The Sims 2,/game/playstation-2/the-sims-2,PlayStation 2,24-Oct-05,75,4.7,Maxis,Electronic Arts,"Miscellaneous, Virtual Life",T
Pokemon Sword / Shield: The Crown Tundra,/game/switch/pokemon-sword-shield-the-crown-tundra,Switch,22-Oct-20,75,8.6,Game Freak,Nintendo,"Role-Playing, Trainer",NA
Call of Duty: Black Ops II - Revolution,/game/xbox-360/call-of-duty-black-ops-ii---revolution,Xbox 360,29-Jan-13,75,5.1,Treyarch,Activision,"Action, Shooter, Shooter, First-Person, Historic, Modern, Arcade",M
Get Even,/game/pc/get-even,PC,20-Jun-17,75,7.5,The Farm 51,Bandai Namco Games,"Modern, Action, Shooter, First-Person, Arcade",NA
Culdcept Saga,/game/xbox-360/culdcept-saga,Xbox 360,5-Feb-08,75,8.6,"Omiya Soft, Jamsworks",Namco Bandai Games America,"Strategy, Miscellaneous, Turn-Based, Card Battle, Card Battle",T
Battlezone: Gold Edition,/game/xbox-one/battlezone-gold-edition,Xbox One,1-May-18,75,tbd,Rebellion,Rebellion,"Action, Simulation, Arcade, Vehicle, Combat",T
Pokemon Picross,/game/3ds/pokemon-picross,3DS,3-Dec-15,75,7.5,"Nintendo, Jupiter Corporation",Nintendo,"Miscellaneous, General, Puzzle, Logic",E
Spin the Bottle: Bumpie's Party,/game/wii-u/spin-the-bottle-bumpies-party,Wii U,8-Aug-13,75,7.7,Redgrim AB,KnapNok Games,"Miscellaneous, Party, Party, Party / Minigame",E
PlayStation All-Stars Battle Royale,/game/playstation-vita/playstation-all-stars-battle-royale,PlayStation Vita,20-Nov-12,75,7.5,Bluepoint Games,SCEA,"Action, Fighting, Fighting, 2D, 2D",T
Iron Brigade,/game/pc/iron-brigade,PC,13-Aug-12,75,5.3,Double Fine Productions,Microsoft Game Studios,"Action, Strategy, Shooter, Real-Time, General, Third-Person, Defense, Sci-Fi",T
Naruto: Ultimate Ninja Storm,/game/playstation-3/naruto-ultimate-ninja-storm,PlayStation 3,4-Nov-08,75,8.1,CyberConnect2,Namco Bandai Games,"Action, Fighting, Fighting, 3D, 3D",T
I Am Setsuna,/game/switch/i-am-setsuna,Switch,3-Mar-17,75,7.5,Tokyo RPG Factory,Square Enix,"Role-Playing, Japanese-Style",E10+
Alice: Madness Returns,/game/pc/alice-madness-returns,PC,14-Jun-11,75,8.4,Spicy Horse,Electronic Arts,"Action Adventure, Adventure, General, Horror, Horror, Survival",M
Concrete Genie,/game/playstation-4/concrete-genie,PlayStation 4,8-Oct-19,75,8.3,Pixel Opus,Pixel Opus,"Adventure, 3D, Third-Person",E10+
Hitman - Intro Pack,/game/pc/hitman---intro-pack,PC,11-Mar-16,75,3.9,Io Interactive,Square Enix,"Action Adventure, General",NA
Not a Hero,/game/pc/not-a-hero,PC,14-May-15,75,6.9,roll7,Devolver Digital,"Action, General, Platformer, Shooter, 2D, Shoot-'Em-Up, Horizontal",NA
Afterparty,/game/pc/afterparty,PC,29-Oct-19,75,6.8,Night School Studio,Night School Studio,"Adventure, General",NA
LEGO Rock Band,/game/playstation-3/lego-rock-band,PlayStation 3,3-Nov-09,75,7.7,TT Fusion,Warner Bros. Interactive Entertainment,"Action, Miscellaneous, Rhythm, Music, Music",E10+
Bloodroots,/game/switch/bloodroots,Switch,28-Feb-20,75,7.9,Paper Cult,Paper Cult,"Action, Beat-'Em-Up, 3D",T
Persona Dancing: Endless Night Collection,/game/playstation-4/persona-dancing-endless-night-collection,PlayStation 4,4-Dec-18,75,6.8,Atlus,Atlus,"Miscellaneous, Compilation",T
Valentino Rossi The Game,/game/playstation-4/valentino-rossi-the-game,PlayStation 4,17-Jun-16,75,7.4,"Milestone, Milestone S.r.l",Milestone,"Racing, Simulation, Automobile",E
GRID Autosport,/game/playstation-3/grid-autosport,PlayStation 3,24-Jun-14,75,6.5,Codemasters,Codemasters,"Driving, Racing, Simulation, GT / Street, Automobile",E
Star Trek: Bridge Crew,/game/playstation-4/star-trek-bridge-crew,PlayStation 4,30-May-17,75,7,"Ubisoft, Red Storm Entertainment",Ubisoft,"Action Adventure, General",E10+
The Sims 2,/game/xbox/the-sims-2,Xbox,24-Oct-05,75,7.1,Maxis,Electronic Arts,"Miscellaneous, Virtual Life",T
Attack on Titan 2,/game/playstation-4/attack-on-titan-2,PlayStation 4,20-Mar-18,75,7.4,Omega Force,Koei Tecmo Games,"Action, General",M
Scarface: The World Is Yours,/game/playstation-2/scarface-the-world-is-yours,PlayStation 2,8-Oct-06,75,8.6,Radical Entertainment,Vivendi Games,"Action Adventure, Modern",M
Ghost of a Tale,/game/pc/ghost-of-a-tale,PC,13-Mar-18,75,8.3,"Ghost of a Tale, SeithCG",Ghost of a Tale,"Fantasy, Action Adventure, General",NA
Tokyo Xanadu eX+,/game/playstation-4/tokyo-xanadu-ex+,PlayStation 4,8-Dec-17,75,7.8,Falcom,Aksys Games,"Role-Playing, Action RPG",T
Table Top Racing: World Tour,/game/xbox-one/table-top-racing-world-tour,Xbox One,10-Mar-17,75,5.6,Playrise Digital,Playrise Digital,"Racing, Arcade, Automobile",E
Transformers: Devastation,/game/xbox-one/transformers-devastation,Xbox One,6-Oct-15,75,7.6,PlatinumGames,Activision,"Action, Beat-'Em-Up, 3D",T
Cloudberry Kingdom,/game/wii-u/cloudberry-kingdom,Wii U,1-Aug-13,75,7,Pwnee Studios,Ubisoft,"Action, General, Platformer, Platformer, 2D, 2D",T
And Yet It Moves,/game/pc/and-yet-it-moves,PC,2-Apr-09,75,6.2,Broken Rules,Broken Rules,"Action, Platformer, Platformer, 2D, 2D",E
Top Spin 3,/game/playstation-3/top-spin-3,PlayStation 3,23-Jun-08,75,7.5,Pam Development,2K Sports,"Sports, Traditional, Individual, Tennis, Tennis",E
Fenix Rage,/game/pc/fenix-rage,PC,24-Sep-14,75,6.9,Green Lava Studios,Reverb Triple XP,"Action, Platformer, 2D",NA
Uplink: Hacker Elite,/game/pc/uplink-hacker-elite,PC,9-Oct-01,75,8.1,Introversion,Strategy First,"Simulation, Adventure, Third-Person, Virtual, Sci-Fi, Sci-Fi, Career",E
Another World,/game/switch/another-world,Switch,9-Jul-18,75,7.8,The Digital Lounge,DotEmu,"Action, Platformer, 2D",T
"Sakura Wars: So Long, My Love",/game/wii/sakura-wars-so-long-my-love,Wii,30-Mar-10,75,7.8,Idea Factory,NIS America,"Strategy, Turn-Based, Fantasy, Fantasy, Tactics",T
Quake 4,/game/xbox-360/quake-4,Xbox 360,18-Nov-05,75,6.9,Raven Software,Activision,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",M
Crash Bandicoot 2: N-Tranced,/game/game-boy-advance/crash-bandicoot-2-n-tranced,Game Boy Advance,7-Jan-03,75,7.8,Vicarious Visions,Universal Interactive,"Action, Platformer, 2D",E
Dead Head Fred,/game/psp/dead-head-fred,PSP,28-Aug-07,75,7.4,Vicious Cycle,D3Publisher,"Action Adventure, Horror, Horror, Survival",M
DiRT Showdown,/game/xbox-360/dirt-showdown,Xbox 360,12-Jun-12,75,6.5,Codemasters,Codemasters,"Rally / Offroad, Driving, Racing, Simulation, Rally / Offroad, Automobile",E10+
Manifold Garden,/game/switch/manifold-garden,Switch,18-Aug-20,75,7.3,William Chyr Studio LLC,William Chyr Studio LLC,"Action Adventure, General",NA
DreamWorks Kung Fu Panda,/game/xbox-360/dreamworks-kung-fu-panda,Xbox 360,3-Jun-08,75,7.3,"Luxoflux, Inc.",Activision,"Action, Platformer, Platformer, 3D, 3D",E10+
Push Me Pull You,/game/playstation-4/push-me-pull-you,PlayStation 4,3-May-16,75,6.6,House House,House House,"Sports, General",E
Shank,/game/playstation-3/shank,PlayStation 3,24-Aug-10,75,7.4,Klei Entertainment,Electronic Arts,"Action, Beat-'Em-Up, Beat-'Em-Up, 2D",M
Yomawari: Night Alone,/game/playstation-vita/yomawari-night-alone,PlayStation Vita,25-Oct-16,75,8.3,Nippon Ichi Software,NIS America,"Action Adventure, Adventure, 3D, Survival, First-Person",T
Kingdom Hearts 358/2 Days,/game/ds/kingdom-hearts-3582-days,DS,29-Sep-09,75,8.4,h.a.n.d. Inc.,Square Enix,"Role-Playing, Action RPG, Action RPG",E10+
Darkwatch,/game/xbox/darkwatch,Xbox,16-Aug-05,75,8.1,High Moon Studios,Capcom,"Action, Shooter, First-Person, Fantasy",M
Attentat 1942,/game/pc/attentat-1942,PC,31-Oct-17,75,7.5,Charles University,Charles University,"Adventure, General",NA
Exit,/game/xbox-360/exit,Xbox 360,24-Oct-07,75,7.7,Taito Corporation,Taito Corporation,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General",E
Kerbal Space Program,/game/xbox-one/kerbal-space-program,Xbox One,15-Jul-16,75,7.2,"Flying Tiger Entertainment Inc., Squad",SQUADTeam,"Simulation, Space, Combat",E
Resident Evil: Revelations 2,/game/xbox-one/resident-evil-revelations-2,Xbox One,17-Mar-15,75,7.8,Capcom,Capcom,"Horror, Action Adventure, Survival",M
Sly Cooper: Thieves in Time,/game/playstation-3/sly-cooper-thieves-in-time,PlayStation 3,5-Feb-13,75,8.3,Sanzaru Games,SCEA,"Action, Platformer, 3D, Action Adventure, Fantasy, General, Fantasy",E10+
Final Fantasy Fables: Chocobo Tales,/game/ds/final-fantasy-fables-chocobo-tales,DS,3-Apr-07,75,7.2,h.a.n.d. Inc.,Square Enix,"Role-Playing, Action Adventure, Adventure, Console-style RPG, General, Console-style RPG, Japanese-Style",E
ScourgeBringer,/game/pc/scourgebringer,PC,21-Oct-20,75,tbd,Flying Oak Games,Dear Villagers,"Adventure, General, Action, Platformer, 2D",NA
Dark Fall 3: Lost Souls,/game/pc/dark-fall-3-lost-souls,PC,21-Apr-10,75,7,Darkling Room,Strategy First,"Adventure, 3D, First-Person, Modern, Modern",NA
Pro Evolution Soccer 2009,/game/psp/pro-evolution-soccer-2009,PSP,11-Nov-08,75,7.6,Konami,Konami,"Sports, Traditional, Team, Soccer, Sim, Sim",E
Blitzkrieg: Burning Horizon,/game/pc/blitzkrieg-burning-horizon,PC,13-Jun-04,75,7.8,Nival Interactive,cdv Software,"Strategy, Real-Time, Historic, General, Historic, Tactics",T
Transformers,/game/playstation-2/transformers,PlayStation 2,11-May-04,75,8.6,Melbourne House,Atari,"Action, Shooter, Third-Person, Sci-Fi",T
Jurassic Park: Operation Genesis,/game/playstation-2/jurassic-park-operation-genesis,PlayStation 2,25-Mar-03,75,8.6,Blue Tongue Entertainment,VU Games,"Strategy, Tycoon",T
BloodRayne,/game/playstation-2/bloodrayne,PlayStation 2,15-Oct-02,75,8.4,Terminal Reality,Majesco Games,"Action, Shooter, Third-Person, Fantasy",M
Beyond Atlantis II,/game/pc/beyond-atlantis-ii,PC,24-Oct-01,75,6.9,Cryo Interactive,DreamCatcher Interactive,"Adventure, General, General",T
Toy Story 2: Buzz Lightyear to the Rescue!,/game/playstation/toy-story-2-buzz-lightyear-to-the-rescue!,PlayStation,30-Nov-99,75,8,Traveller's Tales,Activision,"Action, General",E
Sleeping Dogs: Definitive Edition,/game/xbox-one/sleeping-dogs-definitive-edition,Xbox One,14-Oct-14,75,7.9,United Front Games,Square Enix,"Action Adventure, Modern, Open-World",M
El Shaddai: Ascension of the Metatron,/game/xbox-360/el-shaddai-ascension-of-the-metatron,Xbox 360,16-Aug-11,75,7,Ignition Entertainment,Ignition Entertainment,"Action, Action Adventure, General, Fantasy, General, Fantasy",T
Metal Gear Acid,/game/psp/metal-gear-acid,PSP,22-Mar-05,75,7,Konami,Konami,"Strategy, Turn-Based, Modern, Modern, Card Battle",M
NBA Live 19,/game/xbox-one/nba-live-19,Xbox One,7-Sep-18,75,6.5,"EA Sports, EA Tiburon",Electronic Arts,"Sports, Team, Basketball, Sim",E
Game of Thrones: Episode Six - The Ice Dragon,/game/playstation-4/game-of-thrones-episode-six---the-ice-dragon,PlayStation 4,17-Nov-15,75,6.7,Telltale Games,Telltale Games,"Action, General, Adventure, Point-and-Click",M
The Dishwasher: Dead Samurai,/game/xbox-360/the-dishwasher-dead-samurai,Xbox 360,1-Apr-09,75,7.8,Ska Studios,Microsoft Game Studios,"Action, Beat-'Em-Up, Beat-'Em-Up, 2D",M
Grand Theft Auto: Vice City Stories,/game/playstation-2/grand-theft-auto-vice-city-stories,PlayStation 2,5-Mar-07,75,7.7,Rockstar Leeds,Rockstar Games,"Action Adventure, Modern",M
The Ninja Saviors: Return of the Warriors,/game/playstation-4/the-ninja-saviors-return-of-the-warriors,PlayStation 4,15-Oct-19,75,6.8,NATSUME ATARI Inc.,Taito Corporation,"Action, Beat-'Em-Up, 2D",T
My Time At Portia,/game/playstation-4/my-time-at-portia,PlayStation 4,16-Apr-19,75,5,Pathea Games,Team17,"Simulation, Virtual, Virtual Life",E10+
Hotline Miami 2: Wrong Number,/game/playstation-4/hotline-miami-2-wrong-number,PlayStation 4,10-Mar-15,75,7.7,Dennaton,Devolver Digital,"General, Action, Action Adventure, General, Linear",M
The Wolf Among Us: Episode 4 - In Sheep's Clothing,/game/pc/the-wolf-among-us-episode-4---in-sheeps-clothing,PC,27-May-14,75,8.2,Telltale Games,Telltale Games,"Fantasy, Action Adventure, Adventure, General, Fantasy, Point-and-Click",M
The Next Big Thing,/game/pc/the-next-big-thing,PC,21-Apr-11,75,7.3,Pendulo Studios,Focus Home Interactive,"Adventure, General, General",E10+
Sam & Max: The Devil's Playhouse - Episode 3: They Stole Max's Brain!,/game/pc/sam-max-the-devils-playhouse---episode-3-they-stole-maxs-brain!,PC,22-Jun-10,75,7.5,Telltale Games,Telltale Games,"Miscellaneous, Adventure, General, 3D, Compilation, Third-Person",E10+
echoshift,/game/psp/echoshift,PSP,24-Feb-10,75,8.3,"Artoon, SCEJ",SCEA,"Miscellaneous, Puzzle, Puzzle, Puzzle, Logic, Logic",E
WWE SmackDown vs. Raw 2010,/game/ds/wwe-smackdown-vs-raw-2010,DS,20-Oct-09,75,8.5,Yuke's,THQ,"Action, Sports, Fighting, Fighting, Individual, Wrestling, Combat, Wrestling",T
Final Fantasy Crystal Chronicles: Echoes of Time,/game/ds/final-fantasy-crystal-chronicles-echoes-of-time,DS,24-Mar-09,75,7.5,Square Enix,Square Enix,"Role-Playing, Action RPG, Action RPG",E10+
Chibi-Robo!,/game/gamecube/chibi-robo!,GameCube,6-Feb-06,75,8.6,Skip Ltd.,Nintendo,"Action Adventure, Fantasy",E10+
The Bard's Tale,/game/xbox/the-bards-tale,Xbox,26-Oct-04,75,7.5,InXile Entertainment,InXile Entertainment,"Role-Playing, Third-Person",T
Still Life,/game/pc/still-life,PC,4-May-05,75,7.6,Microids,The Adventure Company,"Adventure, Third-Person, Point-and-Click, Modern, Modern",M
Green Day: Rock Band,/game/xbox-360/green-day-rock-band,Xbox 360,8-Jun-10,75,6.6,"Harmonix Music Systems, Demiurge Studios",MTV Games,"Action, Miscellaneous, Rhythm, Music, Music",T
Shadow of Rome,/game/playstation-2/shadow-of-rome,PlayStation 2,8-Feb-05,75,8.6,Capcom,Capcom,"Action Adventure, Historic",M
Sonic Mega Collection Plus,/game/xbox/sonic-mega-collection-plus,Xbox,2-Nov-04,75,7.9,Sonic Team,Sega,"Miscellaneous, Compilation",E
Road Not Taken,/game/pc/road-not-taken,PC,5-Aug-14,75,6.5,Spry Fox,Spry Fox,"Miscellaneous, Puzzle, General",E
